Qmag,Qdur,RQmag,RSmag,STdur,STslope,Tmag,Tdur,insHR,annScore
24,72,191,233,96,.145833333333333,29,204,86.2068965517241,78
-25,100,179,208,124,-.032258064516129,-15,164,84.7457627118644,78
-42,168,190,250,88,.0340909090909091,-28,200,80.2139037433155,78
175,96,187,252,104,-.0288461538461538,16,192,79.3650793650794,78
-25,108,218,271,108,.148148148148148,77,180,79.7872340425532,78
68,116,234,269,96,.0208333333333333,70,204,82.8729281767956,78
94,92,231,295,36,-.527777777777778,-30,100,84.7457627118644,78
4,216,201,234,76,.118421052631579,35,200,80.6451612903226,78
-15,100,167,202,44,.136363636363636,34,216,82.4175824175824,78
-2,132,229,279,84,.0952380952380952,50,204,83.7988826815643,78
-11,136,196,232,68,.220588235294118,38,212,85.7142857142857,78
-33,88,231,257,84,.119047619047619,20,272,92.0245398773006,78
2,104,217,246,104,-.326923076923077,43,244,89.8203592814371,78
-13,88,283,352,112,.276785714285714,-2,184,90.3614457831325,78
3,104,275,307,72,.208333333333333,12,248,97.4025974025974,78
-28,104,222,262,116,.0172413793103448,-24,164,97.4025974025974,78
51,88,217,245,116,.0344827586206897,11,160,100,78
-17,116,189,246,148,.378378378378378,11,136,92.0245398773006,78
16,92,199,219,76,-.0131578947368421,16,188,94.3396226415094,78
-10,112,234,293,88,.0227272727272727,54,192,92.0245398773006,78
-28,156,258,267,56,.0535714285714286,25,212,78.125,78
-5,152,218,258,140,.385714285714286,83,112,76.9230769230769,78
38,120,212,234,96,.125,25,184,76.530612244898,78
18,84,220,256,80,.0875,77,192,77.319587628866,78
-19,132,227,263,100,.41,105,192,80.6451612903226,78
-12,112,181,234,136,.220588235294118,12,140,84.2696629213483,78
-28,124,185,204,52,.134615384615385,7,228,83.7988826815643,78
50,132,202,224,136,-.132352941176471,42,116,89.8203592814371,78
3,128,197,227,136,.0882352941176471,16,140,94.3396226415094,78
48,68,169,197,124,.129032258064516,24,160,96.7741935483871,78
6,132,208,224,40,.9,-9,240,98.0392156862745,78
46,56,190,220,140,.142857142857143,42,140,98.6842105263158,78
43,76,205,225,88,-.0340909090909091,5,180,100,78
14,92,247,292,136,.154411764705882,23,140,97.4025974025974,78
-54,56,220,204,88,.272727272727273,10,224,98.0392156862745,78
-42,108,221,264,84,0,-26,200,92.5925925925926,78
1,128,215,239,36,.527777777777778,-19,232,90.9090909090909,78
-18,116,200,246,128,.1640625,10,152,92.5925925925926,78
6,112,190,212,76,.131578947368421,49,188,97.4025974025974,78
2,116,197,247,128,.15625,20,148,96.7741935483871,78
14,96,199,242,80,0,33,180,96.1538461538462,78
11,112,208,314,32,-.21875,9,164,48.3870967741936,78
-19,116,188,216,104,.125,-11,192,98.6842105263158,78
41,88,191,238,108,.101851851851852,24,156,100,78
-18,84,183,231,84,.0476190476190476,24,196,102.040816326531,78
36,84,156,200,100,.03,44,160,101.351351351351,78
38,80,186,215,52,.115384615384615,26,212,104.895104895105,78
41,76,178,234,80,.1625,26,172,103.448275862069,78
11,76,212,262,60,-.05,-19,200,103.448275862069,78
-15,92,256,292,80,-.0125,-38,180,102.739726027397,78
-44,148,161,204,28,.392857142857143,28,220,86.7052023121387,78
3,92,205,277,156,.173076923076923,40,92,98.6842105263158,78
-13,92,216,250,52,.0576923076923077,4,204,97.4025974025974,78
-6,124,192,240,76,.210526315789474,55,188,92.5925925925926,78
8,96,183,223,76,.144736842105263,16,84,97.4025974025974,78
12,116,147,208,112,.0714285714285714,50,176,88.7573964497041,78
42,108,179,242,108,.0277777777777778,-3,160,89.8203592814371,78
-7,68,176,221,80,0,27,168,81.5217391304348,78
-6,88,176,216,144,.159722222222222,41,104,92.0245398773006,78
26,132,171,211,112,.0803571428571429,50,140,93.167701863354,78
-8,116,137,205,196,.13265306122449,-35,116,92.5925925925926,78
14,124,190,230,164,.26219512195122,30,112,94.9367088607595,78
-3,108,235,265,92,-.0217391304347826,22,180,96.1538461538462,78
-8,124,219,251,76,.0921052631578947,16,192,95.5414012738854,78
-6,104,236,291,76,.197368421052632,28,188,96.7741935483871,78
-9,96,222,279,104,.0961538461538462,27,168,97.4025974025974,78
48,96,236,301,92,.130434782608696,32,180,98.0392156862745,78
-5,96,205,265,100,.2,36,164,97.4025974025974,78
-2,136,200,218,92,.0869565217391304,42,164,98.0392156862745,78
6,100,214,237,88,.147727272727273,40,180,98.0392156862745,78
48,92,201,247,68,.0735294117647059,38,192,100,78
12,88,182,219,76,.0657894736842105,42,184,98.6842105263158,78
45,108,202,263,60,.116666666666667,27,204,98.6842105263158,78
0,100,191,230,140,.185714285714286,37,124,99.3377483443709,78
3,100,218,259,116,.181034482758621,15,148,100,78
39,92,177,206,52,.115384615384615,37,200,98.6842105263158,78
-3,96,165,190,152,.25,26,116,98.6842105263158,78
42,72,190,244,56,.0357142857142857,24,208,100,78
26,104,214,260,64,.234375,54,220,99.3377483443709,78
25,64,164,201,128,.015625,30,140,100,78
-19,124,153,194,96,.0833333333333333,28,172,98.6842105263158,78
8,140,189,236,76,-.0526315789473684,29,168,94.9367088607595,78
-3,100,214,271,72,.138888888888889,35,188,93.75,78
-19,68,223,307,84,-.0952380952380952,6,176,96.1538461538462,78
60,68,206,257,88,.0454545454545455,45,156,94.9367088607595,78
-8,120,184,273,108,-.0833333333333333,24,156,84.2696629213483,78
-8,120,223,285,76,.118421052631579,33,164,95.5414012738854,78
-5,96,192,252,64,.046875,28,196,95.5414012738854,78
-8,88,177,224,68,.132352941176471,20,188,93.75,78
-13,96,210,242,124,.153225806451613,13,108,96.1538461538462,78
-10,84,208,265,92,-.0652173913043478,29,184,93.75,78
8,112,256,262,88,-.0454545454545455,30,116,96.7741935483871,78
22,64,84,162,16,-1.75,23,84,102.040816326531,78
37,60,175,228,172,.186046511627907,20,128,97.4025974025974,78
0,120,173,210,88,.0568181818181818,26,172,97.4025974025974,78
96,96,147,212,108,-.0185185185185185,26,148,97.4025974025974,78
36,80,183,215,108,.185185185185185,-36,88,97.4025974025974,78
-15,108,173,220,104,.0288461538461538,6,172,100,78
25,104,173,221,116,-.0948275862068966,-43,64,97.4025974025974,78
32,68,177,203,92,.239130434782609,34,164,99.3377483443709,78
-1,88,190,232,116,0,47,92,100,78
51,100,175,234,96,.114583333333333,19,168,102.739726027397,78
-5,112,142,185,96,.0416666666666667,43,156,103.448275862069,78
-177,108,372,207,44,.636363636363636,223,200,94.9367088607595,78
309,80,143,363,76,-.118421052631579,39,196,96.1538461538462,78
-3,80,219,297,84,.0238095238095238,5,176,96.7741935483871,78
-16,124,208,322,88,-.0909090909090909,28,180,86.2068965517241,78
-14,132,195,260,76,.0526315789473684,24,188,87.2093023255814,78
-10,128,172,233,56,.0714285714285714,4,188,90.3614457831325,78
4,124,214,264,72,.0694444444444444,20,200,90.9090909090909,78
-12,120,199,266,48,0,15,212,90.3614457831325,78
-13,136,195,248,92,.228260869565217,30,188,86.7052023121387,78
73,72,165,202,44,.0909090909090909,56,216,95.5414012738854,78
-1,140,242,279,124,.169354838709677,30,168,93.167701863354,78
-3,112,212,268,52,.0769230769230769,21,224,93.167701863354,78
-80,88,213,257,128,.15625,-24,116,94.9367088607595,78
13,96,221,289,80,.2125,45,196,97.4025974025974,78
-2,112,196,269,124,.338709677419355,46,152,100.671140939597,78
-6,84,248,292,92,.0869565217391304,37,180,98.6842105263158,78
-25,96,216,280,184,.217391304347826,18,96,93.75,78
-29,76,204,243,108,.12037037037037,15,156,92.0245398773006,78
89,60,178,243,52,.0769230769230769,1,168,97.4025974025974,78
14,60,194,285,76,.184210526315789,17,176,103.448275862069,78
52,80,225,316,440,.159090909090909,13,84,98.6842105263158,78
34,112,239,321,108,.111111111111111,139,100,92.5925925925926,78
-18,144,264,335,148,.297297297297297,54,168,71.7703349282297,78
15,116,211,253,100,-.2,5,172,93.167701863354,78
41,76,216,263,84,.0595238095238095,24,184,100.671140939597,78
17,96,218,278,104,.0865384615384615,43,172,102.040816326531,78
-19,116,202,242,88,.102272727272727,12,180,102.739726027397,78
25,88,229,284,96,.125,15,172,104.166666666667,78
64,92,176,213,92,.0543478260869565,48,168,104.895104895105,78
68,84,198,258,92,.0652173913043478,45,168,105.633802816901,78
38,84,162,214,108,.037037037037037,12,144,106.382978723404,78
44,104,171,212,104,.0961538461538462,18,132,107.142857142857,78
40,88,214,269,72,.0277777777777778,7,188,107.913669064748,78
29,96,159,216,56,.107142857142857,45,184,104.895104895105,78
22,96,199,255,60,0,10,212,102.739726027397,78
32,60,227,300,68,.102941176470588,17,188,101.351351351351,78
-46,76,156,198,12,-.916666666666667,-21,168,100.671140939597,78
22,100,272,325,76,.315789473684211,42,184,102.739726027397,78
35,96,188,283,92,.315217391304348,125,144,103.448275862069,78
80,100,198,298,76,.407894736842105,134,156,96.7741935483871,78
-334,120,237,318,76,-.236842105263158,-260,176,98.6842105263158,78
-30,100,229,368,84,-.0357142857142857,63,148,98.0392156862745,78
-8,84,201,302,132,.166666666666667,86,112,98.6842105263158,78
-30,88,197,281,100,.33,53,140,100,78
-5,116,217,246,28,-.0357142857142857,105,148,100,78
-13,124,191,261,68,.0882352941176471,39,188,100,78
31,60,220,258,64,.140625,55,196,103.448275862069,78
42,88,241,287,80,.075,44,176,104.166666666667,78
-48,96,186,249,92,.489130434782609,38,192,105.633802816901,78
11,88,159,192,64,.140625,1,204,104.166666666667,78
7,64,183,257,36,.388888888888889,42,216,104.895104895105,78
44,68,192,290,56,-.464285714285714,21,192,102.739726027397,78
7,84,180,268,60,.216666666666667,35,188,99.3377483443709,78
1,80,215,309,108,.175925925925926,39,156,85.2272727272727,78
36,92,228,327,84,-.0595238095238095,66,172,91.4634146341463,78
19,56,186,300,88,-.25,34,180,92.5925925925926,78
23,92,191,258,56,-.160714285714286,46,184,88.2352941176471,78
-5,88,222,284,76,.105263157894737,16,196,89.2857142857143,78
67,108,230,320,92,.0760869565217391,75,184,86.2068965517241,78
3,80,225,333,116,.370689655172414,84,160,87.2093023255814,78
8,80,216,314,116,.112068965517241,31,156,84.7457627118644,78
-19,140,207,306,84,.178571428571429,0,168,82.8729281767956,78
24,128,255,337,128,.3515625,44,164,81.0810810810811,78
-13,136,190,282,96,.15625,36,184,81.9672131147541,78
-15,92,226,297,100,-.25,4,184,83.3333333333333,78
15,112,275,347,116,-.0948275862068966,-7,172,77.319587628866,78
0,88,225,303,52,.346153846153846,-54,100,76.9230769230769,78
20,176,227,300,92,.0326086956521739,-19,80,81.0810810810811,78
76,104,239,326,76,-.657894736842105,4,72,83.7988826815643,78
-20,132,230,281,36,.222222222222222,-16,60,83.7988826815643,78
1,148,227,272,32,.53125,10,52,82.8729281767956,78
37,104,224,287,180,.0444444444444444,40,132,77.720207253886,78
36,76,231,276,136,.110294117647059,-27,168,72.463768115942,78
-19,120,292,344,52,.442307692307692,-23,76,74.2574257425743,78
-25,96,241,301,132,.242424242424242,23,164,76.9230769230769,78
-4,116,222,282,104,.0384615384615385,34,184,76.9230769230769,78
-30,160,207,256,84,.119047619047619,2,192,79.3650793650794,78
31,224,269,287,112,.0357142857142857,45,192,76.9230769230769,78
35,104,222,263,136,.0955882352941176,46,176,104.166666666667,78
9,120,223,262,80,.125,103,208,77.319587628866,78
-46,76,264,310,88,-.227272727272727,-60,200,77.720207253886,78
18,84,286,324,152,.217105263157895,111,172,72.1153846153846,78
88,104,279,339,28,-.357142857142857,-10,148,78.9473684210526,78
47,176,231,260,112,-.276785714285714,57,180,76.1421319796954,78
-78,140,262,312,16,-2.6875,48,188,79.3650793650794,78
0,136,253,313,120,.0833333333333333,73,180,78.5340314136126,78
17,132,260,292,236,.148305084745763,3,156,77.319587628866,78
-27,120,218,271,124,.217741935483871,18,176,75.7575757575758,78
-19,104,235,250,164,-.0731707317073171,19,132,72.463768115942,78
8,80,253,308,156,.0448717948717949,56,124,72.463768115942,78
-20,112,279,338,60,1,-13,152,77.720207253886,78
35,132,289,308,120,.0166666666666667,76,148,84.2696629213483,78
13,88,225,252,64,.3125,59,136,75,78
20,108,257,292,120,.125,22,192,73.1707317073171,78
-11,108,208,254,144,.166666666666667,34,156,76.9230769230769,78
-10,144,195,243,172,.27906976744186,63,96,75.7575757575758,78
6,124,252,302,100,.22,51,200,72.1153846153846,78
-14,72,283,319,100,.15,32,212,72.1153846153846,78
-19,96,208,268,172,.203488372093023,19,116,73.8916256157635,78
11,160,253,311,116,.0344827586206897,33,192,78.5340314136126,78
-11,100,254,301,116,.163793103448276,41,188,80.6451612903226,78
-14,112,231,286,152,.184210526315789,37,120,85.2272727272727,78
-8,72,305,334,148,.209459459459459,64,148,84.2696629213483,78
0,96,291,339,92,-.0543478260869565,53,188,82.4175824175824,78
-22,112,225,282,96,.104166666666667,34,284,75.7575757575758,78
-13,116,245,291,156,.224358974358974,21,136,84.2696629213483,78
-2,120,250,296,112,-.00892857142857143,24,164,78.5340314136126,78
11,116,259,291,108,.138888888888889,66,192,81.5217391304348,78
6,96,271,334,88,.181818181818182,13,212,78.5340314136126,78
-19,120,245,296,88,-.0340909090909091,53,192,78.9473684210526,78
-29,64,244,277,128,.21875,44,168,79.7872340425532,78
-1,200,235,279,84,.178571428571429,45,192,78.125,78
-11,104,231,281,104,.0673076923076923,37,184,78.5340314136126,78
27,196,243,314,108,.138888888888889,34,184,79.7872340425532,78
-47,140,225,280,92,.108695652173913,47,212,71.0900473933649,78
-4,160,234,270,124,.0725806451612903,41,172,72.8155339805825,78
-28,136,249,292,116,.0603448275862069,28,168,76.9230769230769,78
56,116,220,271,100,.07,73,200,74.6268656716418,78
37,80,233,288,92,.0869565217391304,35,208,74.2574257425743,78
-28,68,219,279,124,.0241935483870968,11,184,77.720207253886,78
-33,108,264,320,188,.26063829787234,26,112,78.9473684210526,78
-34,128,256,302,100,.13,19,276,82.4175824175824,78
-2,116,205,253,56,.214285714285714,-17,68,84.7457627118644,78
-63,136,233,302,132,.21969696969697,-13,172,82.4175824175824,78
-14,128,273,297,104,.0288461538461538,20,188,87.719298245614,78
25,136,226,265,96,.0625,51,196,76.1421319796954,78
-9,132,247,260,128,.140625,28,152,77.720207253886,78
-22,124,232,260,80,.125,39,208,78.125,78
1,128,181,219,108,.148148148148148,30,188,76.530612244898,78
-27,124,233,271,136,.154411764705882,18,168,75.7575757575758,78
-25,136,225,289,104,.0769230769230769,-6,188,74.6268656716418,78
59,104,257,317,96,-.0104166666666667,25,200,73.5294117647059,78
-2,72,221,270,136,-.0220588235294118,40,180,75.7575757575758,78
14,84,250,279,204,.0441176470588235,6,120,72.8155339805825,78
-2,128,270,301,40,-.2,70,76,121.951219512195,78
-10,76,231,273,120,-.075,33,176,80.6451612903226,78
11,72,251,339,108,-.37037037037037,-42,92,79.7872340425532,78
34,100,214,240,28,-.178571428571429,-6,80,96.1538461538462,78
-22,204,207,230,40,.2,-36,84,96.7741935483871,78
12,156,206,243,28,-.0357142857142857,-8,52,94.9367088607595,78
29,96,200,240,112,.0267857142857143,3,148,93.75,78
-12,148,183,210,96,.09375,13,160,89.2857142857143,78
29,92,187,225,100,.25,16,188,94.9367088607595,78
-13,136,191,244,104,.125,5,152,88.2352941176471,78
8,132,206,260,112,.0803571428571429,29,176,81.0810810810811,78
3,152,188,225,96,-.0104166666666667,24,168,84.7457627118644,78
0,100,223,244,80,.0875,37,200,88.7573964497041,78
0,104,199,249,72,.0277777777777778,19,196,88.2352941176471,78
10,104,211,255,292,.0136986301369863,2,80,86.2068965517241,78
-37,48,167,206,148,.121621621621622,-15,132,86.7052023121387,78
-37,128,205,243,140,.45,3,188,89.8203592814371,78
24,80,214,238,208,.168269230769231,24,112,94.3396226415094,78
-22,92,259,325,136,.191176470588235,20,124,98.0392156862745,78
-1,120,217,266,100,.15,28,172,97.4025974025974,78
-4,88,232,294,116,.258620689655172,14,196,94.9367088607595,78
2,148,226,279,104,.144230769230769,24,168,96.1538461538462,78
50,100,275,334,112,.205357142857143,-4,104,95.5414012738854,78
-5,108,192,251,168,.178571428571429,37,104,92.0245398773006,78
30,132,214,269,76,0,42,188,88.2352941176471,78
23,108,239,289,180,.0777777777777778,10,108,59.0551181102362,78
-13,108,219,255,76,.0263157894736842,5,188,85.2272727272727,78
2,104,258,325,72,.0972222222222222,43,208,79.3650793650794,78
-1,120,237,293,124,.0725806451612903,24,136,75.3768844221106,78
25,120,238,294,128,-.0546875,24,180,69.1244239631336,78
2,88,252,302,116,.0344827586206897,55,192,127.118644067797,78
-17,88,235,303,108,.0185185185185185,37,184,77.720207253886,78
52,56,287,327,116,.120689655172414,84,188,79.3650793650794,78
-13,136,267,324,108,.111111111111111,-1,208,75.7575757575758,78
31,92,210,296,124,.0483870967741936,22,196,111.940298507463,78
-26,132,257,329,96,-.229166666666667,0,224,73.5294117647059,78
8,140,243,330,144,-.0486111111111111,41,168,73.8916256157635,78
-8,164,265,337,124,0,38,192,74.2574257425743,78
-15,136,265,337,104,.0865384615384615,-4,180,72.463768115942,78
-21,84,254,318,100,.11,19,212,70.4225352112676,78
-15,108,235,302,80,-.05,51,232,76.9230769230769,78
-44,132,225,305,140,.0214285714285714,3,156,68.8073394495413,78
-1,152,198,243,144,.0625,56,208,81.9672131147541,78
-35,172,222,276,88,.443181818181818,-59,216,78.9473684210526,78
13,144,253,304,164,-.0304878048780488,0,128,85.2272727272727,78
-21,80,254,293,136,.0882352941176471,30,148,75.7575757575758,78
0,136,238,267,140,.0714285714285714,42,156,72.8155339805825,78
-28,176,235,299,180,.0555555555555556,-1,128,76.1421319796954,78
13,76,252,307,160,.1,52,160,117.1875,78
-21,56,256,307,112,.0892857142857143,-13,96,107.913669064748,78
-12,124,223,276,108,.361111111111111,-29,220,75.7575757575758,78
-38,100,223,276,120,.025,-1,180,72.8155339805825,78
-25,96,275,326,132,.0606060606060606,-9,184,72.463768115942,78
-59,68,254,303,140,-.214285714285714,-53,228,72.463768115942,78
30,144,229,269,124,.0403225806451613,38,180,79.3650793650794,78
47,204,235,255,48,.0416666666666667,6,260,86.7052023121387,78
8,128,244,294,168,.0535714285714286,26,136,92.0245398773006,78
-14,128,225,276,44,0,18,196,89.8203592814371,78
-16,192,277,309,140,-.0285714285714286,-1,172,68.4931506849315,78
-46,68,236,290,164,.195121951219512,84,96,70.7547169811321,78
15,132,202,263,72,-.0833333333333333,46,212,77.720207253886,78
0,132,274,320,108,.194444444444444,48,192,79.3650793650794,78
-7,152,229,299,112,.0803571428571429,38,196,78.125,78
-13,112,241,284,116,-.0344827586206897,35,184,76.9230769230769,78
-14,152,255,314,104,.192307692307692,54,188,78.125,78
-19,84,260,313,88,.181818181818182,40,204,129.310344827586,78
-12,132,205,256,100,.06,21,188,81.9672131147541,78
-6,140,224,277,144,.166666666666667,52,136,80.2139037433155,78
39,124,220,295,132,.295454545454545,63,172,78.9473684210526,78
-14,100,237,286,92,-.0108695652173913,42,192,81.9672131147541,78
9,116,242,310,136,.198529411764706,31,160,81.5217391304348,78
-2,144,264,349,100,.08,57,196,77.720207253886,78
-7,156,230,273,108,.157407407407407,28,200,79.3650793650794,78
-36,84,264,259,80,-.0125,139,212,78.5340314136126,78
-20,120,231,278,92,.0326086956521739,15,196,71.0900473933649,78
256,100,136,309,208,.350961538461538,9,124,83.7988826815643,78
-13,144,224,241,104,.0576923076923077,10,196,91.4634146341463,78
-2,120,218,241,120,.0666666666666667,23,168,92.0245398773006,78
54,88,204,250,136,.242647058823529,67,140,99.3377483443709,78
38,120,172,213,120,-.158333333333333,70,160,96.7741935483871,78
28,96,238,261,132,-.166666666666667,22,156,99.3377483443709,78
26,96,236,303,148,.114864864864865,-17,148,100,78
27,92,202,244,140,.0642857142857143,9,144,100,78
42,88,197,245,140,.0214285714285714,9,136,104.166666666667,78
42,96,259,296,128,-.03125,13,140,103.448275862069,78
62,100,236,270,144,-.00694444444444444,42,104,104.166666666667,78
95,68,180,319,136,.0147058823529412,19,148,102.040816326531,78
3,84,206,256,112,-.0178571428571429,16,168,101.351351351351,78
-8,128,220,264,112,-.0178571428571429,25,176,99.3377483443709,78
20,84,277,303,108,.0185185185185185,47,172,98.6842105263158,78
40,92,203,290,72,-.166666666666667,-37,204,100.671140939597,78
24,116,196,252,112,-.0535714285714286,46,160,102.739726027397,78
35,88,246,289,128,.1484375,9,144,102.739726027397,78
12,100,183,230,144,.0763888888888889,-5,148,96.1538461538462,78
1,116,216,265,136,.257352941176471,54,132,98.0392156862745,78
46,80,213,250,36,.111111111111111,-11,252,98.6842105263158,78
-6,100,184,245,100,.01,-13,156,96.7741935483871,78
18,116,213,271,76,-.157894736842105,16,184,94.3396226415094,78
-69,76,215,268,80,.2375,16,200,88.7573964497041,78
-17,148,221,277,100,-.03,28,140,79.3650793650794,78
10,88,222,315,148,.391891891891892,143,168,86.7052023121387,78
-58,148,230,299,108,.0462962962962963,-5,176,81.0810810810811,78
34,108,207,258,172,.0755813953488372,30,204,81.9672131147541,78
61,68,229,278,108,.0277777777777778,38,176,79.3650793650794,78
0,84,259,279,152,-.0394736842105263,102,132,79.3650793650794,78
-79,68,181,249,64,.03125,-45,196,75.7575757575758,78
18,208,222,270,132,.0757575757575758,-3,164,79.7872340425532,78
-43,60,285,388,200,.035,-261,244,75,78
14,120,284,335,108,.0648148148148148,28,200,70.7547169811321,78
-1,88,239,318,144,-.0694444444444444,-75,152,74.2574257425743,78
-10,100,245,316,100,-.05,21,172,85.2272727272727,78
0,140,276,285,72,-.486111111111111,82,168,80.6451612903226,78
35,80,212,274,112,-.0267857142857143,37,180,73.8916256157635,78
22,60,228,282,88,.136363636363636,38,200,79.3650793650794,78
13,164,231,279,68,.205882352941176,71,220,78.125,78
5,236,248,291,48,.0208333333333333,22,228,79.3650793650794,78
1,96,237,272,112,-.116071428571429,28,188,83.3333333333333,78
-47,128,243,294,88,.0454545454545455,-2,216,75,78
-37,108,230,264,132,.212121212121212,17,164,75.3768844221106,78
-24,132,228,283,100,-.01,-1,172,81.9672131147541,78
-14,108,199,251,120,.025,-4,180,78.5340314136126,78
47,96,233,271,60,.133333333333333,29,236,95.5414012738854,78
47,88,197,234,76,.118421052631579,46,196,95.5414012738854,78
-49,64,180,205,124,.314516129032258,38,152,93.167701863354,78
24,80,267,300,52,.0192307692307692,31,212,95.5414012738854,78
5,108,216,262,76,.223684210526316,27,196,98.6842105263158,78
